,Aktywa razem/Kapitał własnyj (%),Wskaźnik rotacji kapitału obrotowego (x),Kapitał obrotowy,Obrót aktywów bieżących (x),Gotówka netto,Stopa zwrotu z kapitału własnego (ROE) (%),Kapitał własny ogółem,Wskaźnik rotacji aktywów (x),Operacyjny wskaźnik rentowności aktywów (%),Zwrot z kapitału zaangażowanego (%),into_default,Wiek firmy (lata)
258,150.26,6.13,779835.67,1.99,-2083524.0,21.39,4143660.0,0.77,19.41,26.23,0,20.0
259,206.91,46.92,99120.87,9.04,-375564.0,71.14,388409.0,5.78,42.54,88.03,1,12.0
260,120.75,7.61,615888.38,3.27,54252.0,11.16,4941299.0,0.79,11.12,12.88,0,20.0
261,159.26,19.33,250695.27,10.86,-195618.0,25.41,329947.0,9.22,18.94,30.16,0,21.0
262,145.91,4.23,1147245.33,2.34,-773753.0,4.53,2093546.0,1.59,3.11,4.45,0,21.0
263,135.69,6.32,766925.13,4.69,23580.0,20.0,761218.0,4.69,18.15,24.46,0,9.0
264,141.94,2.38,2033199.14,1.61,412022.0,-18.26,2334368.0,1.46,-0.95,-1.35,1,11.0
265,156.07,3.72,1298522.57,2.49,-406704.0,12.96,1529238.0,2.02,11.84,16.23,0,13.0
266,172.37,7.36,642048.48,3.2,-791913.0,39.62,1307758.0,2.09,29.45,46.8,0,18.0
267,166.38,9.45,503187.83,3.81,-668180.0,37.48,1149935.0,2.48,29.37,48.08,0,19.0
268,128.45,4.13,1154158.41,3.1,441489.0,14.7,1397496.0,2.65,14.1,17.94,0,21.0
269,194.06,7.28,642898.33,3.64,-85530.0,68.94,682119.0,3.53,35.61,69.1,0,20.0
270,134.64,5.17,935976.69,3.74,-357493.0,26.67,1031633.0,3.48,24.67,33.24,0,6.0
271,287.34,13.55,356789.49,4.47,-453599.0,66.96,387380.0,4.34,38.3,110.06,0,19.0
272,153.39,7.69,630064.47,4.52,-442677.0,13.78,828755.0,3.81,11.09,17.01,0,15.0
273,142.95,1.85,2145325.75,1.06,-1911412.0,17.85,9883896.0,0.28,17.55,19.78,0,12.0
274,153.51,10.36,467388.92,6.6,-265836.0,-94.1,496524.0,6.35,-54.73,-84.02,0,12.0
275,132.26,22.1,216021.12,6.62,-481190.0,2.03,1565831.0,2.3,1.57,2.08,0,20.0
276,135.36,3.65,1317715.98,2.53,482014.0,69.29,1652741.0,2.15,63.51,85.96,0,14.0
277,120.93,18.52,252962.98,5.15,-2566417.0,-1.95,13243964.0,0.29,-1.89,-1.97,0,15.0
278,185.21,3.16,1509775.76,1.73,-1260654.0,2.24,1574742.0,1.64,4.29,7.5,0,21.0
279,143.52,2.99,1596958.88,2.06,1064861.0,0.88,2297926.0,1.45,3.85,4.93,0,20.0
280,170.86,8.01,601542.68,1.68,-2337296.0,12.84,3354906.0,0.84,6.47,10.71,0,15.0
281,333.8,27.47,174833.41,5.58,-799139.0,88.81,366541.0,3.92,36.94,84.06,0,11.0
282,204.01,10.86,441776.76,3.56,-950740.0,13.65,1184565.0,1.98,9.19,14.7,0,21.0
283,160.41,41.37,116215.07,4.31,-781383.0,10.9,1654159.0,1.81,7.41,11.88,0,20.0
284,262.7,40.22,119550.54,6.95,-124192.0,37.75,351304.0,5.21,13.73,36.08,0,21.0
285,144.91,4.36,1100516.91,2.74,411810.0,15.03,1505880.0,2.2,10.32,14.7,0,20.0
286,309.14,12.44,388435.11,3.78,-58527.0,29.49,435235.0,3.59,10.11,29.92,0,8.0
287,157.64,20.23,235385.76,6.77,-875900.0,68.62,1585081.0,1.9,45.23,55.65,0,14.0
288,121.93,9.36,507394.29,3.84,-481383.0,2.65,4861332.0,0.8,2.61,2.98,0,16.0
289,263.28,5.66,827459.32,2.58,-1332275.0,18.84,821390.0,2.17,7.11,13.11,0,21.0
290,163.29,0.4,11848650.16,0.26,-3122244.0,9.2,11606973.0,0.25,6.21,9.73,0,21.0
291,146.87,8.35,576993.93,4.83,-422184.0,15.23,900319.0,3.64,14.07,20.63,0,5.0
292,339.88,15.18,315298.18,4.05,-1060135.0,49.81,441721.0,3.19,20.56,48.5,0,4.0
293,159.91,3.43,1406144.94,2.09,-903375.0,34.69,1507215.0,2.0,22.65,36.22,0,5.0
294,218.57,23.82,202510.97,10.5,-177441.0,-5.89,221724.0,9.95,-2.7,-5.74,0,20.0
295,114.08,1.41,3381089.11,1.23,838789.0,6.03,5050360.0,0.82,4.14,4.53,0,20.0
296,112.36,2.2,2194867.23,1.82,-169430.0,3.11,3960512.0,1.08,3.72,4.14,0,20.0
297,144.46,2.25,2138287.56,1.51,-1055741.0,38.27,2373304.0,1.4,32.45,46.88,0,16.0
298,140.84,2.91,1637866.33,2.03,-15079.0,18.4,2282090.0,1.48,16.48,21.14,0,20.0
299,161.43,8.61,557708.4,5.07,-388518.0,58.87,632104.0,4.7,36.56,59.02,0,14.0
300,110.41,2.71,1767694.63,2.26,-349908.0,17.9,3360133.0,1.29,20.06,22.14,0,12.0
301,1261.8,30.63,157489.18,9.11,-492127.0,283.69,55124.0,6.93,28.32,60.87,0,8.0
302,636.08,2.43,1921807.8,1.07,-4677214.0,-32.34,890443.0,0.82,-1.13,-1.98,0,7.0
303,145.38,4.03,1187668.44,2.77,79329.0,16.86,1194856.0,2.76,15.66,22.77,0,20.0
304,261.23,6.06,794544.15,2.09,-1513495.0,13.58,938284.0,1.96,5.66,14.79,0,7.0
305,249.66,8.24,568224.8,3.11,-800943.0,22.54,626233.0,2.99,10.78,26.91,0,8.0
306,131.5,6.09,769159.31,2.32,-1252807.0,3.24,3975749.0,0.9,2.91,3.83,0,19.0
307,545.17,14.37,329032.32,2.92,-1333566.0,17.64,296591.0,2.88,4.13,19.36,0,20.0
308,125.31,2.72,1775026.58,2.16,217184.0,17.11,1813103.0,2.12,11.73,14.7,0,20.0
309,172.21,11.24,428617.75,5.45,-455945.0,29.16,631145.0,4.43,21.08,36.3,0,18.0
310,114.28,5.34,900059.06,3.22,465544.0,32.51,4159020.0,1.01,33.63,38.44,0,21.0
311,160.51,9.66,490133.47,5.94,-331795.0,17.31,548071.0,5.38,15.89,24.43,0,12.0
312,106.53,1.01,4688081.72,0.96,-64622.0,9.48,8156402.0,0.54,9.83,10.08,0,20.0
313,784.42,16.39,275099.36,4.52,-898544.0,232.4,142526.0,4.03,33.17,93.44,1,13.0
314,607.47,2.89,1666037.61,2.6,-1560860.0,543.72,307425.0,2.58,89.79,99.99,1,20.0
315,175.27,4.25,1130480.69,2.42,-858068.0,50.67,1139414.0,2.41,35.75,62.66,0,11.0
316,339.9,5.9,809743.22,1.61,-2550173.0,9.5,1064952.0,1.32,8.42,20.92,0,9.0
317,242.29,8.38,556823.4,2.47,-1013079.0,19.71,982980.0,1.92,7.6,16.87,0,21.0
318,127.71,0.76,6290034.37,0.6,-557888.0,21.1,6289664.0,0.59,17.29,21.8,0,20.0
319,124.63,9.58,502682.01,6.88,-228784.0,13.4,928343.0,4.16,10.1,12.19,0,16.0
320,125.47,2.46,1953204.51,1.96,-434274.0,27.18,1966256.0,1.95,29.0,36.39,0,16.0
321,340.63,13.03,369524.29,2.23,-2001714.0,25.54,831446.0,1.7,10.12,27.5,0,10.0
322,142.87,4.04,1188657.67,2.81,387455.0,24.33,1255359.0,2.68,21.84,30.79,0,4.0
323,151.44,0.69,5788043.48,0.52,-734244.0,2.59,7343912.0,0.36,-0.34,-0.41,0,21.0
324,145.86,6.96,684809.31,3.46,-61561.0,100.16,1594827.0,2.05,68.74,98.01,0,20.0
325,218.04,29.47,163171.01,4.59,-838987.0,9.0,749127.0,2.94,5.62,12.25,1,19.0
326,174.77,4.26,1121548.96,2.63,-355414.0,36.53,1831399.0,1.49,26.38,33.73,0,11.0
327,135.07,2.28,2081451.09,1.57,427859.0,2.98,3164842.0,1.11,2.16,2.78,0,19.0
328,158.6,9.68,494579.05,3.77,-470750.0,44.1,2166883.0,1.39,29.49,38.06,0,11.0
329,199.71,4.45,1059090.0,2.4,-678806.0,-17.61,1022159.0,2.31,-8.66,-15.58,0,20.0
330,172.82,3.75,534102.5,1.67,-596986.0,216.84,917513.0,1.26,134.77,232.91,1,21.0
331,139.92,5.04,892759.85,2.65,-521956.0,4.8,2011324.0,1.6,4.51,6.31,0,21.0
332,259.33,16.65,283505.1,9.79,-322136.0,-68.81,207949.0,8.75,-28.02,-44.38,0,10.0
333,216.89,2.82,1690459.01,1.3,-2300270.0,11.94,2025088.0,1.09,9.23,16.82,0,13.0
334,127.51,3.44,1393057.17,2.51,-518700.0,12.96,1884306.0,1.99,11.62,14.82,0,21.0
335,136.16,4.92,949265.4,2.9,-527331.0,8.01,3205394.0,1.07,6.89,8.12,0,9.0
336,296.22,5.02,944494.63,2.0,-1839676.0,4.43,980079.0,1.63,3.37,6.6,1,7.0
337,152.7,4.32,1105393.22,2.43,320162.0,35.13,1781428.0,1.75,29.19,42.6,0,19.0
338,192.31,5.66,817295.99,3.42,-639174.0,27.23,729006.0,3.3,17.98,29.01,0,8.0
339,119.96,4.28,1080010.41,3.53,-229413.0,31.91,1148540.0,3.35,32.48,38.96,0,13.0
340,180.35,30.05,159286.09,3.27,-1577363.0,23.39,2073825.0,1.28,17.98,27.58,0,21.0
341,192.46,4.14,1161147.85,2.13,-802298.0,12.7,1178128.0,2.12,8.11,15.61,0,12.0
342,169.02,10.12,470777.27,5.43,-406851.0,53.43,589206.0,4.78,30.02,50.73,0,19.0
343,188.88,6.69,718406.85,3.47,-265041.0,-2.05,803598.0,3.16,-1.42,-2.54,0,13.0
344,118.78,6.27,766686.75,4.86,492347.0,34.48,1324769.0,3.05,35.84,41.75,0,19.0
345,120.51,0.2,19336916.16,0.15,-17813431.0,-0.72,89432975.0,0.04,-0.61,-0.65,0,12.0
346,303.85,12.95,370368.19,2.42,-1607863.0,8.87,788363.0,2.0,0.0,0.0,0,21.0
347,112.86,5.12,937055.27,4.37,24633.0,7.05,1249884.0,3.4,6.24,7.04,0,20.0
348,175.79,5.93,804684.09,3.24,-577444.0,97.29,1214335.0,2.23,56.39,81.95,0,11.0
349,225.12,5.23,882372.17,3.72,-280648.0,50.92,557173.0,3.68,28.32,39.68,0,9.0
350,169.76,30.9,154740.94,7.89,-457705.0,20.24,655842.0,4.29,16.67,28.02,0,20.0
351,152.47,4.79,984777.76,1.91,-1765659.0,25.05,3383178.0,0.91,17.6,24.74,0,21.0
352,227.33,399.33,11989.8,6.09,-828344.0,33.53,687106.0,3.06,15.46,30.62,0,21.0
353,157.02,10.99,436680.52,5.92,85447.0,3.84,650411.0,4.71,3.0,4.74,0,15.0
354,118.58,2.36,2030843.27,1.79,-650937.0,6.95,3501194.0,1.16,30.11,35.7,0,20.0
355,144.89,7.48,641137.04,5.35,-552283.0,1.2,1657971.0,2.0,2.22,2.49,1,14.0
356,122.1,3.81,1261097.49,3.06,-147307.0,28.11,1392132.0,2.82,23.21,28.34,0,18.0
357,167.7,4.99,940418.46,2.91,-1468771.0,-0.56,2168357.0,1.29,1.69,2.08,1,21.0
358,193.49,8.29,578727.59,4.11,-18228.0,22.6,630300.0,3.93,14.95,28.92,0,16.0
359,170.26,5.09,938571.04,2.68,-824944.0,25.64,1202722.0,2.33,12.19,20.76,0,14.0
360,225.46,4.51,1042865.6,2.0,-1313771.0,40.24,1046627.0,1.99,19.05,42.95,0,17.0
361,105.51,2.45,1902463.8,2.18,-228901.0,30.26,4149402.0,1.06,0.0,0.0,0,17.0
362,319.22,5.24,891017.31,1.57,-2041586.0,7.57,949570.0,1.54,3.61,11.48,0,3.0
363,188.33,2.86,1589656.36,1.36,-2723391.0,10.31,4050917.0,0.6,2.67,3.46,0,20.0
364,114.15,3.75,1264745.33,3.38,-130136.0,27.09,1500973.0,2.77,29.24,31.84,0,12.0
365,125.89,2.82,1560166.08,2.27,-172122.0,0.0,1863511.0,1.88,45.05,53.83,0,16.0
366,183.9,1.86,2382973.71,1.62,-3650282.0,12.5,4517218.0,0.53,8.24,8.62,0,19.0
367,-1765.52,0.61,7432696.84,0.43,-12750197.0,77.11,-690615.0,0.37,-0.78,-1.05,0,6.0
368,123.41,3.75,1199255.47,2.08,214179.0,9.14,6628955.0,0.55,8.45,9.57,0,21.0
369,189.06,8.85,532257.2,2.9,-1229799.0,20.5,1380256.0,1.81,17.38,29.86,0,20.0
370,121.53,2.0,2390393.76,1.47,510781.0,5.84,4790256.0,0.82,7.18,8.45,0,19.0
371,338.54,14.71,325839.42,4.24,-803358.0,32.4,336620.0,4.2,12.55,42.48,0,11.0
372,142.88,3.32,1439468.81,1.7,-1378329.0,25.16,3213050.0,1.04,21.63,30.91,0,3.0
373,416.72,2.31,2014764.88,1.54,-3662700.0,28.74,1794547.0,0.62,6.92,8.0,1,19.0
374,121.31,2.75,1737994.59,1.17,1184749.0,3.68,11085967.0,0.35,2.34,2.84,0,21.0
375,193.08,7.0,680768.65,3.43,-824959.0,37.77,1033387.0,2.39,25.39,39.4,0,9.0
376,176.51,4.4,1086285.93,2.37,-556368.0,19.91,1255945.0,2.16,13.96,24.14,0,21.0
377,161.65,3.69,1279751.84,1.98,-1722578.0,24.39,2808531.0,1.04,19.22,25.38,0,18.0
378,198.18,0.58,7767571.75,0.55,-5111433.0,11.68,5222366.0,0.44,1.24,1.31,0,20.0
379,104.83,6.77,707405.09,5.73,-127840.0,17.72,2647057.0,1.72,16.9,17.72,0,15.0
380,111.09,8.08,584972.87,4.93,10222.0,3.44,5757537.0,0.74,3.91,4.15,0,19.0
381,138.12,4.19,1134583.1,3.28,-432958.0,8.44,1135180.0,3.03,8.12,10.15,0,21.0
382,242.65,6.69,715134.34,2.63,-883391.0,196.24,772303.0,2.55,99.95,242.53,0,12.0
383,143.29,9.21,510785.01,5.17,-274118.0,0.99,919140.0,3.57,7.32,10.5,0,20.0
384,142.32,2.57,1848569.69,1.17,-1806607.0,3.47,5416248.0,0.62,2.34,3.27,0,21.0
385,201.68,1.82,2624837.88,0.93,-337405.0,1.23,3146540.0,0.75,0.8,1.32,0,20.0
386,183.92,4.33,1101648.18,2.81,-890610.0,15.19,1060776.0,2.44,12.72,18.34,0,19.0
387,256.42,29.68,161066.76,8.04,-395129.0,108.14,277099.0,6.72,42.3,108.46,0,20.0
388,112.59,11.88,397812.06,10.18,-66289.0,9.58,526306.0,7.97,23.2,26.12,0,15.0
389,129.43,-90.12,-44003.38,3.91,-3318495.0,3.2,13093564.0,0.23,2.51,2.68,0,19.0
390,535.27,2.15,2212986.3,2.03,-221603.0,0.48,459680.0,1.93,2.65,2.8,0,18.0
391,253.96,8.3,575618.9,3.22,-909001.0,14.08,590143.0,3.18,9.06,23.0,0,19.0
392,147.15,5.21,907564.73,3.0,-738541.0,17.03,1565458.0,2.05,15.08,21.28,0,21.0
393,186.14,12.82,371724.11,4.84,-146508.0,-23.32,710695.0,3.6,-13.09,-24.37,1,4.0
394,146.43,3.95,1166557.25,2.8,-808860.0,1.51,2526323.0,1.25,2.45,2.82,0,20.0
395,167.4,-8.81,-540023.4,7.41,-5115901.0,15.0,7852916.0,0.36,14.19,15.59,0,19.0
396,255.82,8.62,513059.24,3.0,-1187668.0,50.06,900229.0,1.92,22.07,37.89,0,13.0
397,144.18,4.82,991477.85,3.33,-118253.0,42.25,1006322.0,3.29,37.56,54.16,0,17.0
398,246.12,7.65,623141.48,2.52,-2595376.0,38.55,1775372.0,1.09,9.65,13.6,0,9.0
399,137.27,3.54,1348480.5,2.44,-212471.0,26.01,1627040.0,2.14,22.57,30.98,0,11.0
400,107.16,2.52,1882881.22,2.35,-138830.0,16.85,1937179.0,2.29,20.36,21.82,0,15.0
401,12.22,3.14,1514424.08,2.33,-132623.0,26.54,1724447.0,22.58,217.12,-145.45,0,21.0
402,234.58,14.83,317321.5,4.47,-734466.0,15.74,545498.0,3.68,7.03,16.48,1,4.0
403,109.01,2.17,2191951.57,1.94,-259034.0,20.4,2873540.0,1.51,23.06,25.14,0,14.0
404,111.89,2.88,1643755.51,2.43,19341.0,48.95,2524320.0,1.67,43.88,49.1,0,21.0
405,162.07,4.7,1016761.53,3.17,-540984.0,4.84,1088785.0,2.71,3.22,4.45,0,17.0
406,151.88,-8.97,-532436.72,4.81,-2869826.0,25.2,6101520.0,0.52,19.0,22.75,0,21.0
407,174.58,3.86,1228348.67,2.29,-1405787.0,30.01,2075377.0,1.31,23.55,30.7,0,20.0
408,139.69,-86.44,-55242.2,385.63,-9952989.0,0.0,25065328.0,0.14,1.87,1.87,0,16.0
409,136.12,-22.81,-205969.88,11.88,-427372.0,29.42,1746922.0,1.97,26.57,35.56,0,16.0
410,413.8,6.54,703086.38,3.01,-657434.0,89.38,457480.0,2.43,24.56,43.6,0,6.0
411,130.23,6.17,769892.85,1.61,-205390.0,3.01,7228424.0,0.5,2.3,2.99,0,19.0
412,298.86,5.0,954646.3,1.57,-1934892.0,-21.53,1048850.0,1.52,-5.65,-16.89,0,10.0
413,316.46,9.29,498914.23,3.15,-1176854.0,49.9,543416.0,2.69,18.55,42.53,1,17.0
414,160.86,4.5,1048751.51,2.76,-712985.0,37.28,1170929.0,2.5,29.04,44.7,0,6.0
415,109.02,5.92,794659.46,2.9,-7150447.0,0.13,88575413.0,0.05,0.67,0.68,0,5.0
416,108.13,1.23,3812133.09,1.13,3023099.0,10.73,4035608.0,1.07,10.8,11.63,0,19.0
417,331.56,13.89,343580.94,3.02,-480927.0,19.46,534026.0,2.69,5.92,19.64,0,18.0
418,145.68,-20.05,-235887.29,1.74,-1433596.0,1.72,6895398.0,0.47,0.29,0.42,0,19.0
419,241.93,11.36,408411.01,4.65,-602877.0,21.73,472523.0,4.06,21.18,43.76,0,19.0
420,139.46,0.88,5405324.69,0.65,-2307373.0,11.81,5844606.0,0.58,9.16,11.95,0,20.0
421,135.41,5.49,862101.4,3.02,-298592.0,17.27,2417809.0,1.45,14.28,18.2,0,20.0
422,337.78,7.39,645276.61,2.01,-1687436.0,11.54,741378.0,1.9,3.7,11.96,0,17.0
423,201.2,8.94,527188.12,3.79,-612232.0,-3.14,707402.0,3.31,3.87,7.78,0,14.0
424,187.86,6.95,673517.68,3.4,-745748.0,34.87,848371.0,2.93,23.57,42.09,0,8.0
425,138.92,11.45,410457.31,5.37,-813043.0,9.49,2781584.0,1.22,7.64,8.69,0,16.0
426,200.57,22.32,207835.62,2.41,-2121840.0,17.02,2183451.0,1.06,11.25,18.52,0,20.0
427,152.36,7.41,641281.69,4.03,-383339.0,67.44,1029477.0,3.03,55.0,83.79,0,3.0
428,104.2,0.71,6635927.19,0.68,3237741.0,9.25,7161267.0,0.63,9.41,9.79,0,20.0
429,106.69,2.1,2270001.46,1.96,907300.0,22.01,2292900.0,1.94,20.74,22.13,0,19.0
430,113.22,6.78,676418.1,5.99,-89651.0,46.86,677758.0,5.98,41.38,46.86,1,20.0
431,162.66,16.42,289684.12,8.87,-256400.0,43.34,408994.0,7.15,35.4,56.26,0,19.0
432,127.9,2.76,1724296.81,2.01,-646600.0,76.02,2316831.0,1.61,58.89,75.31,0,21.0
433,139.48,9.54,496865.94,5.03,-374121.0,-10.73,1132391.0,3.0,-7.5,-10.45,0,8.0
434,204.13,26.13,182269.9,9.59,-314624.0,93.08,302005.0,7.72,45.6,93.08,0,20.0
435,125.0,2.49,1910081.9,1.98,-498094.0,82.69,1991009.0,1.91,66.3,82.87,0,19.0
436,104.93,0.72,6634078.37,0.69,-144260.0,4.72,6621432.0,0.68,3.53,3.68,0,21.0
437,156.85,5.55,853653.17,3.71,-707764.0,10.52,1289548.0,2.34,8.62,10.91,0,16.0
438,166.88,6.78,699091.51,3.62,-619499.0,13.98,925790.0,3.07,0.0,0.0,0,20.0
439,160.67,12.7,371757.15,4.14,-745925.0,12.95,1283901.0,2.29,10.18,16.23,0,18.0
440,173.99,7.3,649189.55,3.59,-313778.0,12.92,926240.0,2.94,9.58,16.43,0,21.0
441,304.74,12.81,371522.52,4.15,-635313.0,21.79,366253.0,4.12,8.26,25.17,0,20.0
442,154.95,5.3,886939.86,3.03,-1171536.0,28.39,2130956.0,1.42,23.66,29.61,0,20.0
443,108.24,4.97,953213.98,3.98,-273987.0,4.07,3323868.0,1.32,4.82,5.17,0,21.0
444,125.32,2.27,2069443.06,1.74,-628566.0,24.75,2481634.0,1.51,0.0,0.0,0,14.0
445,205.87,7.23,656737.17,3.09,-341520.0,0.0,832732.0,2.77,21.18,43.61,0,17.0
446,158.87,4.82,976445.01,2.7,-765872.0,-0.79,1300249.0,2.28,0.0,0.0,0,18.0
447,269.76,20.66,226799.29,4.78,-762653.0,25.6,449032.0,3.87,11.73,30.95,1,8.0
448,111.12,4.99,899341.78,3.36,-350597.0,5.09,3939794.0,1.03,5.16,5.73,0,9.0
449,145.52,10.75,441636.17,5.49,71120.0,34.98,958926.0,3.4,20.86,29.92,0,21.0
450,138.86,3.67,1290516.77,2.38,-691841.0,28.5,1794075.0,1.9,25.28,35.1,0,19.0
451,110.03,1.59,2953337.18,1.43,-340010.0,27.06,3387412.0,1.26,27.48,30.24,0,21.0
452,116.15,5.12,924141.45,4.0,-259172.0,36.99,1603925.0,2.54,32.29,37.5,0,21.0
453,169.42,11.42,412353.18,6.71,-289948.0,41.84,417440.0,6.66,31.26,52.96,0,4.0
454,401.83,8.49,406416.93,2.09,-906915.0,34.49,458821.0,1.87,10.46,31.96,0,8.0
455,161.77,2.44,1943545.59,1.12,-2428466.0,3.2,3929814.0,0.75,3.96,6.17,0,18.0
456,142.55,4.59,1025357.74,3.3,-520250.0,41.41,1222067.0,2.7,30.07,39.11,0,11.0
457,141.45,2.35,1932612.15,1.71,-490394.0,68.24,2602074.0,1.23,48.07,59.95,0,9.0
458,104.02,1.49,3158332.6,1.35,625918.0,15.93,8599928.0,0.53,14.71,15.3,0,21.0
459,110.34,1.12,4200983.96,0.85,1664834.0,-16.41,13243137.0,0.32,-12.74,-14.06,0,10.0
460,204.45,8.35,552668.05,2.71,-1153200.0,9.24,1103482.0,2.04,6.17,12.62,1,20.0
461,501.82,8.08,586186.25,6.32,-1059069.0,75.22,263441.0,3.58,15.35,17.51,0,21.0
462,134.74,5.49,865244.94,3.91,569494.0,16.52,980106.0,3.5,19.65,26.48,0,12.0
463,121.8,1.85,2549403.45,1.6,-480368.0,8.83,2834870.0,1.36,8.74,9.89,0,21.0
464,146.05,7.75,611505.2,4.07,-626662.0,27.84,1360088.0,2.38,27.96,38.72,0,13.0
465,126.65,2.11,2231845.03,1.57,1177480.0,20.51,2870985.0,1.3,19.03,24.1,0,21.0
466,121.75,5.79,818505.8,4.13,-9504.0,20.16,1515289.0,2.57,20.41,24.85,0,19.0
467,148.92,5.19,896317.67,2.1,-1613552.0,1.45,3492481.0,0.89,1.74,2.34,0,20.0
468,125.73,1.24,3772433.22,0.65,-134930.0,3.7,14020838.0,0.27,0.68,0.84,0,20.0
469,304.5,17.74,266092.39,5.83,-438311.0,35.46,265962.0,5.83,12.98,39.53,0,8.0
470,236.41,7.31,628489.03,2.68,-44054.0,14.51,834915.0,2.33,10.22,22.62,0,20.0
471,155.54,3.9,1208778.94,2.68,568648.0,35.58,1218706.0,2.49,30.3,42.8,0,12.0
472,227.48,24.57,192652.53,10.5,-762428.0,99.62,614267.0,3.39,52.24,64.07,0,6.0
473,117.25,1.32,3583690.03,1.12,-279904.0,29.23,3804889.0,1.06,29.5,34.58,0,20.0
474,151.34,2.58,1826182.61,1.7,-1864.0,28.91,1838997.0,1.69,23.49,35.54,0,20.0
475,291.19,5.0,948105.79,2.07,-2531849.0,30.8,1346693.0,1.21,12.19,18.49,0,10.0
476,343.39,32.78,129986.54,4.59,-638269.0,99.1,327706.0,3.78,34.84,119.64,1,10.0
477,233.92,9.39,400071.19,3.72,-360738.0,23.51,469460.0,3.42,12.88,28.96,0,13.0
478,127.68,1.9,2380532.4,1.34,1059188.0,4.28,6336968.0,0.56,1.53,1.75,0,20.0
479,160.39,5.05,878964.76,2.41,-2723182.0,5.79,5046166.0,0.55,3.31,3.76,0,21.0
480,251.75,12.27,376523.16,3.27,-1565525.0,19.47,1031150.0,1.78,13.82,22.97,0,18.0
481,269.2,15.62,298892.01,3.66,-3383011.0,33.95,2427736.0,0.71,18.9,22.21,0,18.0
482,654.72,74.16,62723.99,6.31,-437791.0,96.49,121521.0,5.84,20.07,131.39,1,8.0
483,115.72,13.65,347154.88,11.6,-61174.0,73.63,388866.0,10.52,79.26,91.73,0,9.0
484,246.42,10.94,424211.95,4.25,-587458.0,85.82,455567.0,4.13,46.16,113.76,0,20.0
485,135.35,1.64,2883030.44,1.2,1136303.0,5.42,2983067.0,1.16,6.51,8.8,0,20.0
486,156.68,4.54,1021941.4,2.34,-1261509.0,22.7,2372126.0,1.25,15.72,21.23,0,15.0
487,162.59,31.59,149401.91,7.16,-391289.0,28.65,813857.0,3.56,17.86,29.04,0,16.0
488,150.19,2.67,1681409.43,1.87,-807688.0,4.02,5151290.0,0.58,2.61,2.88,0,12.0
489,109.69,2.0,2363018.82,1.75,-339159.0,29.05,3498793.0,1.23,33.23,36.38,0,18.0
490,160.68,4.54,628296.14,2.12,65680.0,-1.17,1291362.0,1.38,-0.75,-1.14,0,10.0
491,340.91,1.6,2921383.28,1.6,-3065702.0,10.09,1306057.0,1.05,5.16,5.16,0,17.0
492,199.06,9.28,505608.68,2.46,-1454985.0,5.38,1505654.0,1.57,5.36,10.09,0,5.0
493,141.73,5.79,809388.19,3.75,-117053.0,26.59,1161344.0,2.84,23.86,32.56,0,13.0
494,148.24,4.63,1021853.52,2.72,-716782.0,20.55,1484975.0,2.15,17.01,25.22,0,14.0
495,150.94,19.93,236700.21,7.78,-148273.0,11.1,789404.0,3.96,9.26,13.42,0,20.0
496,129.72,1.79,2644029.84,1.37,-819244.0,24.42,2754841.0,1.32,18.76,24.34,0,21.0
497,117.94,14.57,324688.85,6.78,-373328.0,20.08,2079810.0,1.93,17.23,20.32,0,21.0
498,210.44,7.17,636250.4,3.38,-819082.0,9.62,806542.0,2.62,7.24,12.24,0,20.0
499,134.24,4.81,934548.07,2.57,-1707151.0,5.34,8828741.0,0.38,4.76,5.11,0,14.0
500,156.04,5.59,783098.57,2.87,-586513.0,9.39,1351236.0,2.07,6.4,9.88,0,7.0
501,134.69,3.82,1236690.91,2.7,115237.0,92.0,1478534.0,2.37,84.04,112.93,0,9.0
502,127.93,26.72,166499.96,7.53,-413860.0,-8.85,1516818.0,2.29,-6.47,-8.28,1,19.0
503,305.65,10.56,433669.37,2.77,-943575.0,9.56,594380.0,2.52,5.17,15.81,1,3.0
504,213.09,14.22,327587.04,6.23,-294166.0,83.1,420809.0,5.19,52.3,98.23,0,20.0
505,121.42,7.0,675411.15,4.52,-899688.0,47.98,4246068.0,0.92,40.47,43.59,0,13.0
506,174.23,3.49,1306431.76,1.75,-1890366.0,5.08,2890879.0,0.91,5.67,7.64,0,20.0
507,151.8,16.21,291343.66,9.58,-134454.0,12.64,389914.0,7.98,8.28,12.56,0,19.0
508,176.36,7.54,626510.66,3.28,-788454.0,34.91,1067373.0,2.51,21.18,37.36,0,18.0
509,193.31,5.23,892171.37,3.33,-923043.0,3.8,1402341.0,1.72,2.72,3.34,0,20.0
510,136.01,7.43,635367.6,5.44,279143.0,106.63,643841.0,5.39,89.77,122.09,0,3.0
511,203.1,2.85,1653537.39,1.4,-944636.0,24.96,1674741.0,1.39,14.27,28.81,0,9.0
512,183.94,2.19,2122893.9,1.26,-1921374.0,0.64,4568055.0,0.55,0.47,0.58,0,21.0
513,147.29,4.62,1021010.34,3.11,-157713.0,17.0,1045966.0,3.06,14.05,20.7,0,10.0
514,222.81,17.82,260024.47,3.5,-1521629.0,28.82,1238407.0,1.68,19.62,31.89,1,18.0
515,138.86,4.81,818569.18,2.97,-95603.0,23.84,1326504.0,2.14,21.51,29.64,0,19.0
