,Aktywa razem/Kapitał własnyj (%),Wskaźnik rotacji kapitału obrotowego (x),Kapitał obrotowy,Obrót aktywów bieżących (x),Gotówka netto,Stopa zwrotu z kapitału własnego (ROE) (%),Kapitał własny ogółem,Wskaźnik rotacji aktywów (x),Operacyjny wskaźnik rentowności aktywów (%),Zwrot z kapitału zaangażowanego (%),into_default,Wiek firmy (lata)
22743,129.41,33.78,32865.08,5.88,-147566.0,5.53,529857.0,1.62,4.65,6.01,0,20.0
22744,242.51,14.61,91364.67,3.95,-248956.0,29.95,174612.0,3.15,0.0,0.0,0,21.0
22745,128.83,0.78,1676040.89,0.6,211469.0,12.27,1712187.0,0.59,11.42,14.72,0,3.0
22746,115.94,3.95,337353.2,3.39,151609.0,37.28,350881.0,3.28,37.27,43.21,0,19.0
22747,142.65,4.07,327286.59,2.36,-237889.0,0.15,557465.0,1.68,2.07,2.96,0,7.0
22748,112.16,1.97,579423.04,1.29,38992.0,7.73,2522395.0,0.4,7.55,8.47,0,20.0
22749,273.17,26.64,50042.57,7.34,-43323.0,60.04,78959.0,6.18,24.29,62.3,0,21.0
22750,140.44,6.43,204393.61,4.58,-82660.0,89.59,204315.0,4.57,68.32,95.95,0,20.0
22751,130.25,4.27,266499.29,1.46,-628264.0,7.3,2103858.0,0.42,6.86,8.44,0,19.0
22752,160.94,0.76,1748621.07,0.75,-883339.0,24.91,1448712.0,0.57,15.2,15.4,0,18.0
22753,114.92,2.42,550126.2,2.04,176567.0,25.33,680763.0,1.7,26.88,30.88,0,16.0
22754,128.7,1.86,716401.52,1.11,304702.0,1.12,1693704.0,0.61,-0.78,-1.01,0,20.0
22755,110.69,1.74,725874.24,1.61,313563.0,0.68,819050.0,1.39,0.78,0.83,0,21.0
22756,266.08,0.24,5256983.93,0.19,-6380945.0,1.42,4194890.0,0.11,0.9,1.02,0,20.0
22757,123.02,1.82,680315.42,0.3,-3705770.0,-5.55,21093480.0,0.05,-4.62,-5.32,0,20.0
22758,170.55,2.46,542964.92,1.19,-73746.0,2.76,822856.0,0.95,1.83,3.12,0,21.0
22759,116.22,5.28,247144.28,3.5,-127006.0,7.0,782549.0,1.43,7.19,8.35,0,19.0
22760,324.96,10.75,123995.99,3.06,-322312.0,15.38,154074.0,2.66,7.78,20.63,0,15.0
22761,198.86,4.95,270085.02,2.43,-272026.0,2.72,282430.0,2.38,1.55,3.09,1,9.0
22762,106.06,0.99,1170787.75,0.85,96904.0,1.8,5383231.0,0.2,1.53,1.59,0,18.0
22763,201.15,25.16,53040.45,4.54,-241411.0,2.87,238553.0,2.78,1.72,3.44,0,17.0
22764,6112.09,-288.5,-4615.15,6.11,-218366.0,7103.63,3698.0,5.89,129.82,7934.88,0,8.0
22765,128.03,15.5,84594.57,9.19,47932.0,-0.73,200512.0,5.11,-1.61,-2.08,0,20.0
22766,240.33,5.46,243801.54,5.46,-143815.0,33.19,102432.0,5.4,15.45,15.45,0,3.0
22767,139.93,1.57,845634.9,1.41,-5352.0,14.61,1120315.0,0.85,15.23,16.23,0,18.0
22768,121.0,5.21,255893.52,4.31,-26617.0,134.51,255768.0,4.31,121.43,146.93,0,13.0
22769,132.9,4.68,283719.03,3.37,43675.0,19.78,333975.0,2.99,16.37,21.75,0,18.0
22770,264.49,6.15,216941.84,1.85,-272873.0,6.22,306387.0,1.64,2.15,5.69,0,20.0
22771,151.98,3.11,428008.26,1.85,-291137.0,3.69,559810.0,1.56,1.71,2.6,0,19.0
22772,109.84,1.74,762253.0,1.58,-27390.0,3.84,762262.0,1.58,4.74,5.21,0,19.0
22773,108.33,2.79,471261.47,2.56,-42148.0,-143.21,505682.0,2.4,-132.91,-143.98,0,8.0
22774,221.19,4.76,278598.2,1.81,-468195.0,44.73,386144.0,1.55,21.86,46.54,0,20.0
22775,124.21,13.09,99192.56,7.6,-137394.0,22.2,567272.0,1.84,0.0,0.0,0,12.0
22776,260.78,11.63,113544.72,3.48,-231387.0,26.94,167155.0,3.03,11.65,29.78,0,4.0
22777,123.65,12.04,106940.81,7.62,-62182.0,335.07,262801.0,3.96,271.03,335.13,0,20.0
22778,109.48,2.62,507946.32,2.23,-87513.0,32.57,922503.0,1.32,31.48,34.46,0,19.0
22779,5164.64,3.29,400955.49,1.14,-1362432.0,-9.55,26888.0,0.95,3.46,7.6,0,3.0
22780,132.79,1.91,696742.9,1.36,382087.0,-21.23,862850.0,1.16,-17.1,-22.66,0,20.0
22781,147.23,3.5,380592.45,1.26,67402.0,17.29,1561027.0,0.58,11.54,16.34,0,12.0
22782,121.78,-9.46,-140302.75,1.68,-1239948.0,0.1,7431554.0,0.15,0.7,0.78,0,21.0
22783,124.91,1.84,709919.76,1.46,421434.0,35.43,752718.0,1.39,30.4,37.73,0,19.0
22784,125.94,4.88,272548.07,2.27,-240068.0,0.4,1210889.0,0.87,0.41,0.51,0,21.0
22785,134.14,9.06,145921.94,5.34,19409.0,11.91,297208.0,3.32,9.73,13.06,0,20.0
22786,133.87,5.28,250213.17,2.4,93822.0,33.44,885997.0,1.11,27.65,36.95,0,21.0
22787,163.23,15.76,84514.6,4.37,-220067.0,34.88,347891.0,2.34,10.87,17.74,0,11.0
22788,130.88,14.3,90931.78,4.33,-209403.0,-1.33,684640.0,1.45,-0.09,-0.12,0,20.0
22789,-457.23,20.95,63414.17,4.59,-254784.0,107.66,-67383.0,4.31,-20.84,-78.34,1,6.0
22790,123.49,4.53,290730.57,3.33,-104820.0,9.02,445991.0,2.39,8.33,10.28,0,7.0
22791,316.82,6.36,203154.6,1.87,-486661.0,5.17,224349.0,1.82,2.54,8.06,0,11.0
22792,123.18,4.92,267242.2,3.88,-71840.0,-27.21,309795.0,3.45,-22.09,-27.21,0,5.0
22793,135.97,4.5,295523.4,2.73,-163920.0,2.6,533911.0,1.83,2.49,3.38,0,16.0
22794,115.68,3.14,423448.38,2.71,-25042.0,86.1,424207.0,2.71,81.66,94.47,0,19.0
22795,131.49,20.57,63855.52,2.26,-334470.0,0.76,2401061.0,0.42,0.06,0.06,0,21.0
22796,300.98,12.97,102525.94,4.31,-206060.0,11.52,102476.0,4.31,4.14,12.45,0,18.0
22797,107.32,1.26,939544.9,1.04,677319.0,-1.52,3090429.0,0.36,-1.88,-2.0,0,21.0
22798,110.95,2.46,534411.13,1.95,338930.0,-0.39,1648645.0,0.72,-1.16,-1.26,0,20.0
22799,195.14,4.88,262009.37,2.42,-265949.0,1.69,279402.0,2.34,3.76,7.34,0,19.0
22800,256.74,16.08,82247.39,4.41,-223163.0,18.0,142560.0,3.61,9.52,23.49,0,19.0
22801,317.08,5.4,243586.14,3.0,-319530.0,127.36,157162.0,2.64,47.15,77.25,0,13.0
22802,130.74,3.86,342414.02,2.94,-106210.0,91.36,345377.0,2.92,76.51,100.03,0,11.0
22803,470.93,1.49,891026.97,0.34,-3327615.0,14.73,900559.0,0.31,4.38,14.41,0,13.0
22804,155.19,86.34,15365.37,2.21,-476400.0,5.29,1060967.0,0.81,4.96,7.69,0,14.0
22805,175.37,5.81,228857.73,4.45,-129459.0,12.63,171684.0,4.41,30.01,39.06,0,16.0
22806,227.1,10.38,119930.85,3.59,-359135.0,23.15,282423.0,1.94,14.94,23.13,0,8.0
22807,122.11,2.85,437236.8,2.15,-143527.0,3.65,648850.0,1.57,2.74,3.35,0,8.0
22808,148.69,2.01,595699.2,1.26,-379030.0,10.73,810270.0,1.0,8.53,12.1,0,21.0
22809,122.94,1.32,1006157.39,1.26,-384645.0,3.17,1675600.0,0.64,0.0,0.0,0,12.0
22810,145.68,1.25,1049398.14,0.85,-495477.0,-17.61,1084137.0,0.83,-12.25,-17.84,0,20.0
22811,104.39,0.14,9561321.23,0.14,-80970.0,6.76,1844314.0,0.69,8.39,8.76,0,20.0
22812,232.8,1.48,898629.1,1.48,-530303.0,91.82,399123.0,1.43,39.44,39.44,0,19.0
22813,129.88,4.91,270018.46,3.78,-81057.0,3.18,271146.0,3.76,2.12,2.75,0,19.0
22814,105.58,4.52,291413.83,4.29,13556.0,6.87,399519.0,3.12,8.09,8.39,0,20.0
22815,189.38,2.98,444533.86,1.83,-265638.0,11.2,399378.0,1.75,8.07,12.77,0,20.0
22816,150.76,6.02,218136.9,3.87,-97336.0,5.7,238375.0,3.65,4.58,6.91,0,9.0
22817,178.88,4.8,263090.91,2.5,-114344.0,2.05,306691.0,2.3,2.02,3.62,0,21.0
22818,104.52,2.33,554751.37,2.09,405013.0,17.22,1428105.0,0.87,18.17,18.99,0,18.0
22819,141.3,3.57,371822.81,2.51,-155758.0,3.94,376916.0,2.49,3.44,4.86,0,21.0
22820,110.72,2.45,542013.31,2.21,-58108.0,48.93,541748.0,2.21,46.44,51.42,0,7.0
22821,131.39,5.62,234188.94,4.02,-92777.0,30.31,295379.0,3.39,25.59,33.62,0,7.0
22822,165.44,1.73,759448.95,1.65,79090.0,73.21,665151.0,1.19,47.41,48.92,0,19.0
22823,172.33,7.02,174199.97,3.28,-198277.0,47.76,274002.0,2.59,32.51,56.03,0,21.0
22824,152.88,2.37,556187.18,1.65,-161832.0,28.51,666617.0,1.29,21.44,28.08,0,5.0
22825,203.39,4.47,295824.41,1.84,-422702.0,0.13,408638.0,1.59,7.99,16.25,0,20.0
22826,121.05,6.39,204402.47,3.7,-148757.0,-4.16,706238.0,1.53,-3.47,-4.2,0,11.0
22827,255.94,4.95,265008.95,1.93,-402425.0,56.25,266506.0,1.92,19.86,50.82,0,20.0
22828,173.16,11.08,119076.57,5.86,-105817.0,-6.4,144575.0,5.27,-3.27,-5.66,0,20.0
22829,138.32,4.75,279328.36,3.41,-458.0,40.78,285432.0,3.36,33.2,45.92,1,14.0
22830,142.46,10.26,128994.62,2.55,-372749.0,-5.67,1258246.0,0.74,-2.84,-3.62,0,21.0
22831,19784.94,0.02,54591437.8,0.02,-73114311.0,9.55,640418.0,0.01,0.06,0.06,0,16.0
22832,234.3,3.72,356516.26,2.53,-300157.0,26.74,223388.0,2.53,20.24,29.73,0,10.0
22833,197.4,8.05,164610.57,3.82,-182129.0,52.74,186902.0,3.59,29.39,58.02,0,17.0
22834,120.78,8.7,131652.6,3.08,-28148.0,1.15,1611537.0,0.59,1.0,1.14,0,18.0
22835,113.54,1.65,677950.05,1.42,-70325.0,27.49,795157.0,1.24,24.09,27.35,0,14.0
22836,169.53,4.53,289573.99,2.51,-79627.0,53.55,335164.0,2.31,31.63,53.61,0,21.0
22837,144.84,11.9,110979.23,4.14,-208096.0,11.06,463819.0,1.97,8.34,12.08,0,19.0
22838,214.41,33.15,39589.05,3.85,-248045.0,146.36,263344.0,2.32,2.53,5.42,0,16.0
22839,108.34,1.31,1007649.85,1.2,-94235.0,39.36,1129071.0,1.08,35.82,38.81,0,21.0
22840,335.36,1.94,681676.56,0.57,-1212995.0,31.58,689855.0,0.57,10.02,33.6,1,9.0
22841,110.24,4.41,300275.08,4.4,-93450.0,4.07,912107.0,1.32,4.16,4.16,0,20.0
22842,152.33,5.84,191107.62,3.82,-101192.0,29.74,193282.0,3.79,0.0,0.0,0,21.0
22843,463.7,16.19,80508.99,3.49,-222160.0,7.5,80470.0,3.49,5.36,24.88,0,18.0
22844,151.57,3.41,388752.35,2.15,214578.0,12.74,437719.0,1.99,9.03,13.68,0,19.0
22845,170.37,3.59,358362.62,1.93,-352559.0,13.0,493983.0,1.51,9.6,15.02,0,21.0
22846,165.68,6.08,205257.29,3.66,-135671.0,129.32,206456.0,3.65,86.19,142.8,0,7.0
22847,151.63,7.38,178765.29,1.96,-805576.0,1.62,1559498.0,0.56,0.82,1.03,0,20.0
22848,350.02,34.9,37780.12,7.7,-113084.0,49.38,66559.0,5.66,14.34,33.55,0,20.0
22849,116.04,5.75,229873.03,4.8,-45713.0,14.66,284889.0,4.0,14.79,17.16,0,21.0
22850,155.32,7.76,169648.41,4.02,-147463.0,16.43,285042.0,2.97,11.58,17.99,0,20.0
22851,120.23,2.55,517946.68,2.3,-97925.0,57.39,483730.0,2.27,48.02,53.06,0,2.0
22852,134.72,3.65,355589.74,2.64,-110308.0,58.8,394482.0,2.44,43.94,59.19,0,20.0
22853,306.51,6.22,212394.82,3.82,-282878.0,14.7,136916.0,3.15,8.64,12.65,0,14.0
22854,166.07,5.18,255100.05,2.95,-193251.0,9.82,292337.0,2.72,6.31,10.48,0,21.0
22855,128.38,2.86,461726.67,2.23,58939.0,21.61,461500.0,2.23,18.37,23.59,0,18.0
22856,147.76,3.64,357058.18,1.93,-229027.0,16.0,660925.0,1.33,11.26,16.64,0,19.0
22857,184.45,-8.02,-48804.42,1.24,-297173.0,66.19,430604.0,0.49,45.02,83.03,0,18.0
22858,150.43,8.98,143965.8,6.06,36898.0,126.39,141709.0,6.06,92.94,137.69,0,15.0
22859,171.0,4.35,297240.48,2.51,162913.0,14.09,308197.0,2.45,9.05,15.48,0,16.0
22860,174.46,16.45,78896.92,6.7,51880.0,0.9,154218.0,4.82,0.7,1.21,0,20.0
22861,102.27,0.22,5973484.2,0.21,2931751.0,-4.05,6714804.0,0.19,-5.71,-5.84,0,21.0
22862,143.95,4.36,293589.82,3.03,-129026.0,21.66,293446.0,3.03,0.0,0.0,0,12.0
22863,273.49,4.14,318220.54,1.51,-550687.0,2.05,319136.0,1.51,2.43,6.63,0,9.0
22864,144.24,7.91,160485.05,3.68,-224950.0,32.73,508934.0,1.73,23.51,31.42,0,20.0
22865,167.65,5.43,242904.44,3.24,6979.0,30.4,242785.0,3.24,20.09,33.68,0,11.0
22866,132.29,7.37,174739.95,5.37,-25409.0,14.17,198492.0,4.81,11.52,15.23,0,7.0
22867,105.48,0.82,1603737.0,0.77,-97119.0,2.63,1770543.0,0.7,2.89,3.04,0,20.0
22868,235.44,5.66,231247.5,2.4,-278937.0,13.94,231134.0,2.4,6.56,15.45,1,4.0
22869,195.98,5.34,245888.92,2.59,-75038.0,39.92,271633.0,2.47,28.18,55.23,0,21.0
22870,138.24,3.28,398693.63,2.32,34496.0,0.58,432287.0,2.19,0.52,0.72,0,20.0
22871,764.88,5.74,223657.16,3.42,-344256.0,399.29,51752.0,3.24,59.56,96.54,1,20.0
22872,118.25,3.52,371171.37,2.97,151202.0,25.37,375423.0,2.94,26.5,31.34,0,19.0
22873,134.68,3.14,415621.12,1.88,219151.0,31.39,804338.0,1.21,26.03,35.06,0,18.0
22874,134.33,-5.35,-232201.27,5.36,-3067481.0,0.01,8935964.0,0.1,0.22,0.23,0,14.0
22875,127.79,1.37,961403.17,1.05,-297411.0,5.53,1069602.0,0.96,0.0,0.0,0,19.0
22876,221.53,3.5,375736.87,3.5,-206441.0,25.83,169788.0,3.5,12.97,12.97,0,15.0
22877,188.44,14.38,91526.81,7.58,5304.0,73.49,92676.0,7.53,39.01,73.5,0,20.0
22878,170.27,1.29,1005835.53,0.75,-295558.0,10.0,1022122.0,0.75,6.47,11.0,0,21.0
22879,135.65,4.11,272783.5,2.56,22370.0,-21.49,461290.0,1.79,-15.97,-21.66,0,16.0
22880,327.98,1.17,1012914.58,0.34,-2333421.0,1.39,1090125.0,0.33,1.8,5.9,1,11.0
22881,178.68,8.73,147366.64,4.68,-127352.0,113.04,161789.0,4.45,69.63,124.4,0,7.0
22882,208.42,-45.89,-28313.04,2.46,-351633.0,32.32,513255.0,1.21,16.93,35.29,1,5.0
22883,165.33,103.89,12270.73,62.68,-8069.0,100.0,12344.0,62.43,116.43,192.5,1,17.0
22884,179.53,4.56,289228.18,2.43,-272185.0,21.64,342060.0,2.14,13.3,22.64,0,6.0
22885,131.13,3.58,342042.22,2.57,-92515.0,56.2,431784.0,2.16,43.11,56.52,0,19.0
22886,133.24,3.15,418053.39,2.3,177805.0,41.02,496136.0,1.99,35.32,46.01,0,20.0
22887,148.19,2.12,331427.69,1.33,-315731.0,21.79,654851.0,0.72,11.69,14.62,0,20.0
22888,242.55,27.77,45640.24,8.57,-109408.0,332.59,76715.0,6.81,137.12,304.08,0,21.0
22889,140.97,2.89,455253.47,1.92,-231144.0,-34.22,565844.0,1.65,-16.64,-23.46,1,18.0
22890,196.33,2.86,451957.98,1.44,-308610.0,42.3,548480.0,1.2,23.32,40.0,0,17.0
22891,190.65,15.92,82475.39,2.91,-356031.0,7.03,407354.0,1.69,4.18,7.97,1,20.0
22892,141.14,3.25,404297.62,2.3,-167760.0,97.18,407605.0,2.28,76.15,107.47,0,11.0
22893,100.53,2.02,651124.23,2.01,235262.0,8.34,713892.0,1.83,8.3,8.34,0,21.0
22894,121.47,16.83,77603.72,8.68,-1525824.0,0.0,7598862.0,0.14,7.37,7.43,0,21.0
22895,157.75,2.44,469349.99,1.36,35381.0,13.19,664548.0,1.09,8.36,13.02,0,12.0
22896,125.09,2.89,452742.28,2.22,-138633.0,14.51,552244.0,1.9,12.66,15.83,0,19.0
22897,220.72,48.25,27175.71,2.25,-614185.0,27.72,508513.0,1.17,16.11,31.82,1,21.0
22898,135.05,1.65,768939.36,1.06,600414.0,0.34,1235263.0,0.76,-1.23,-1.66,0,19.0
22899,123.95,1.29,785163.63,1.01,-221797.0,63.77,925672.0,0.88,51.23,63.2,0,6.0
22900,149.0,1.54,849885.31,1.01,-446638.0,8.34,911053.0,0.96,7.5,11.17,0,15.0
22901,149.85,6.36,181097.12,5.39,22960.0,23.04,150365.0,5.11,15.65,18.27,0,18.0
22902,138.69,19.03,69136.3,13.32,-29657.0,35.86,76610.0,12.38,29.23,40.54,0,1.0
22903,165.41,13.77,95002.98,1.05,-51762.0,2.97,1879155.0,0.42,1.03,1.64,0,20.0
22904,117.15,3.18,413619.33,2.14,-101656.0,8.15,1169075.0,0.96,7.83,9.18,0,19.0
22905,272.78,7.16,142068.46,2.44,-138594.0,50.41,158941.0,2.34,20.49,55.9,0,14.0
22906,423.1,5.18,253862.35,1.0,-1061360.0,90.03,328332.0,0.95,24.96,105.63,0,18.0
22907,135.42,5.97,217209.79,4.32,-128494.0,34.94,362583.0,2.64,29.32,35.27,0,8.0
22908,146.05,3.42,345222.83,1.29,-595764.0,40.32,1293031.0,0.62,27.85,39.94,0,21.0
22909,149.45,3.37,356930.25,1.0,-1431125.0,11.64,2894743.0,0.28,8.72,10.84,0,18.0
22910,128.45,13.92,93786.37,10.84,-26683.0,38.41,93740.0,10.84,29.9,38.41,0,14.0
22911,131.51,2.55,490252.78,1.88,-174296.0,39.71,552890.0,1.72,29.61,38.94,0,20.0
22912,190.29,1.67,718636.46,1.09,-2151560.0,0.3,2381675.0,0.26,0.66,0.72,0,21.0
22913,114.32,0.94,1082132.55,0.85,-231274.0,3.68,1614863.0,0.55,4.1,4.38,0,20.0
22914,123.66,3.58,366994.52,2.89,-86920.0,59.19,367237.0,2.89,52.62,65.07,0,21.0
22915,123.6,5.29,247886.12,5.05,26276.0,9.89,592907.0,1.79,9.16,9.31,0,13.0
22916,287.56,9.65,136002.74,3.09,-288591.0,44.54,153792.0,2.97,0.0,0.0,0,16.0
22917,130.46,2.14,612041.79,2.14,-142891.0,31.03,468920.0,2.14,25.01,25.01,0,14.0
22918,166.06,10.24,127063.01,5.4,-296593.0,21.4,571846.0,1.37,15.93,18.1,0,21.0
22919,161.75,4.23,309963.72,2.55,-203037.0,20.51,328643.0,2.46,15.56,25.17,0,7.0
22920,193.75,3.79,345576.12,2.32,-340866.0,15.33,363426.0,1.86,13.6,19.76,0,7.0
22921,113.62,18.6,70436.26,8.9,-32070.0,4.28,567080.0,2.03,3.84,4.36,0,21.0
22922,131.63,5.63,230392.75,4.1,-86174.0,-7.54,272276.0,3.62,-5.71,-7.52,0,18.0
22923,331.25,2.45,535892.55,1.68,-714838.0,-9.9,308966.0,1.28,0.81,1.07,0,13.0
22924,146.94,1.54,674164.37,1.05,-318617.0,28.88,678432.0,1.04,20.59,30.25,0,5.0
22925,101.93,0.79,1661328.75,0.75,1485185.0,0.49,4709388.0,0.27,0.0,0.0,0,18.0
22926,124.13,0.68,1924091.37,0.54,-92336.0,12.01,2159737.0,0.49,9.67,12.01,0,5.0
22927,102.25,6.66,149229.37,5.06,-47277.0,12.91,2097110.0,0.46,14.08,14.4,0,7.0
22928,479.34,22.53,58045.52,3.98,-270854.0,59.23,71238.0,3.83,14.73,71.07,0,18.0
22929,101.25,0.67,1897468.03,0.65,25724.0,15.21,4481885.0,0.28,15.13,15.32,0,20.0
22930,225.15,6.01,218160.39,2.42,-330288.0,91.12,263783.0,2.21,44.6,97.85,0,11.0
22931,111.84,4.82,271952.04,4.07,-10265.0,14.9,422558.0,2.77,13.96,15.62,0,14.0
22932,119.98,2.79,469271.5,2.15,-140117.0,42.42,701055.0,1.56,35.35,42.42,0,19.0
22933,114.39,1.59,814536.94,1.4,-197571.0,4.84,1372295.0,0.82,3.19,3.42,0,20.0
22934,206.05,276.55,4669.06,3.23,-395059.0,17.57,372326.0,1.68,12.32,25.39,0,19.0
22935,463.99,10.33,126635.75,2.39,-433197.0,89.21,118956.0,2.37,22.47,95.13,0,16.0
22936,123.51,0.0,10781853.4,0.0,-36106544.0,-8.66,153614747.0,0.0,-9.64,-9.99,0,18.0
22937,143.96,9.33,136823.18,2.16,-744402.0,17.79,1692658.0,0.52,13.78,16.94,0,18.0
22938,105.0,1.52,847248.42,1.47,-46570.0,17.11,929981.0,1.32,13.83,14.22,0,16.0
22939,117.52,2.09,615013.28,1.47,-295669.0,-5.64,1686597.0,0.65,-4.77,-5.48,0,21.0
22940,106.52,0.91,1310767.57,0.87,-122501.0,40.39,1878697.0,0.6,38.21,39.28,0,21.0
22941,134.37,6.11,213052.69,3.18,-196265.0,5.26,570757.0,1.7,4.53,6.08,0,19.0
22942,301.0,6.77,193146.09,1.89,-498988.0,5.66,248125.0,1.75,3.12,9.39,0,13.0
22943,147.89,6.92,188689.17,4.21,-90231.0,45.37,253146.0,3.49,31.05,45.92,0,20.0
22944,113.22,18.12,72134.6,12.59,-7188.0,48.54,239308.0,4.82,42.87,48.54,0,21.0
22945,489.86,21.01,62255.36,7.25,-147135.0,100.0,37722.0,7.08,26.62,73.69,0,18.0
22946,117.98,2.96,440881.05,2.29,-129075.0,12.3,717472.0,1.54,11.31,13.35,0,21.0
22947,122.19,3.18,402388.09,1.66,158394.0,8.38,1653420.0,0.63,7.59,9.27,0,17.0
22948,110.08,2.37,551022.36,2.14,303043.0,1.37,602234.0,1.97,1.47,1.61,0,18.0
22949,139.75,0.98,1274626.01,0.7,-231386.0,3.02,1396083.0,0.62,3.69,4.98,0,21.0
22950,1676.43,4.87,268398.73,1.65,-739475.0,-116.21,47459.0,1.64,-3.64,-10.7,0,7.0
22951,112.85,2.45,531494.85,1.91,74428.0,2.43,1179739.0,0.98,-0.43,-0.49,0,20.0
22952,135.75,1.94,546477.73,1.15,-286686.0,6.81,1074447.0,0.73,6.71,9.05,0,18.0
22953,119.79,0.37,3496698.52,0.31,694124.0,0.66,5165943.0,0.21,0.12,0.13,0,19.0
22954,136.88,2.3,554205.75,1.67,-209336.0,40.18,567369.0,1.64,30.44,41.67,0,18.0
22955,255.64,1.03,908191.1,0.8,-512510.0,20.47,466107.0,0.78,7.53,9.56,0,20.0
22956,155.74,1.94,674777.78,1.24,-376751.0,104.27,675584.0,1.24,73.64,114.69,0,12.0
22957,134.22,2.13,604476.72,1.59,-206834.0,38.86,604180.0,1.59,30.41,40.82,0,16.0
22958,115.18,2.38,545659.38,1.98,28254.0,7.21,720401.0,1.56,7.08,8.16,0,14.0
22959,137.36,1.33,983149.85,0.76,-803328.0,1.86,2149307.0,0.44,1.32,1.75,0,20.0
22960,119.95,6.93,187035.4,2.87,-317491.0,8.14,1627590.0,0.66,6.8,7.87,0,21.0
22961,184.95,4.31,301955.7,2.32,-266149.0,22.42,313154.0,2.25,12.15,22.01,0,20.0
22962,304.14,2.13,208957.56,0.64,-480067.0,25.0,229536.0,0.62,8.26,25.12,0,17.0
22963,112.31,4.39,287906.95,3.91,-35539.0,32.74,288619.0,3.9,31.46,35.33,0,21.0
22964,108.73,4.66,280122.39,4.05,177261.0,23.39,486514.0,2.47,24.02,26.12,0,12.0
22965,125.75,1.37,949082.73,1.04,-209458.0,4.12,1194646.0,0.87,4.09,5.13,0,13.0
22966,163.82,2.13,600141.51,1.26,-417413.0,19.12,653695.0,1.2,13.14,21.53,0,9.0
22967,108.54,7.63,171025.13,7.03,-14603.0,32.53,170941.0,7.03,0.0,0.0,0,18.0
22968,153.45,4.1,309321.24,2.33,77801.0,10.84,425667.0,1.88,10.49,16.1,0,15.0
22969,121.22,3.98,325996.41,3.27,-70760.0,18.14,333237.0,3.21,16.23,19.67,0,5.0
22970,109.3,1.72,755021.43,1.54,489650.0,29.85,976082.0,1.22,28.18,30.79,0,11.0
22971,138.62,1.93,668647.61,1.0,305263.0,1.39,1778639.0,0.52,1.46,1.95,0,21.0
22972,134.31,-26.06,-49435.12,6.82,-656316.0,1.49,1931250.0,0.5,1.44,1.58,0,21.0
22973,253.72,2.78,469859.54,2.28,-345251.0,31.12,226420.0,2.27,0.85,1.03,0,15.0
22974,293.0,5.19,251362.47,5.19,-165573.0,94.02,85747.0,5.19,32.09,32.09,1,21.0
22975,342.32,4.1,311914.15,2.64,-448551.0,29.36,193850.0,1.93,13.79,18.64,0,7.0
22976,116.92,1.18,1065381.17,0.97,-228529.0,3.97,1350320.0,0.8,4.01,4.68,0,19.0
22977,129.97,3.92,330242.38,2.88,-118072.0,25.3,376398.0,2.53,33.74,43.85,0,20.0
22978,108.25,1.61,800249.06,1.48,-69257.0,23.41,839144.0,1.41,7.19,7.78,0,18.0
22979,221.6,5.09,254808.0,1.33,-142065.0,2.64,812681.0,0.72,0.45,0.75,0,18.0
22980,104.4,11.9,105440.39,11.38,-4838.0,172.29,109834.0,10.94,163.89,171.11,0,21.0
22981,100.39,6.03,193856.84,6.0,-990.0,40.27,251459.0,4.63,41.72,41.88,0,20.0
22982,145.63,7.09,180151.93,4.71,-91325.0,4.41,200048.0,4.38,2.82,4.09,0,20.0
22983,141.3,3.49,360092.74,2.42,-16381.0,20.55,386042.0,2.3,17.51,24.74,1,17.0
22984,153.3,3.29,395040.98,1.99,-257674.0,6.42,483156.0,1.76,3.55,5.45,0,21.0
22985,130.12,3.49,371520.68,2.64,-120644.0,31.83,400289.0,2.49,26.39,34.23,0,18.0
22986,135.15,4.93,251110.14,3.23,-557376.0,-0.73,2434509.0,0.38,-0.18,-0.19,0,21.0
22987,127.2,5.24,248461.35,3.97,-80072.0,66.63,294290.0,3.48,57.27,72.84,0,20.0
22988,158.58,18.34,68343.99,11.27,44926.0,48.34,73065.0,10.81,24.65,39.08,0,16.0
22989,122.76,1.12,1155930.97,1.12,-233966.0,14.96,1027310.0,1.03,12.43,12.43,0,18.0
22990,132.71,-427.19,-3045.44,5.75,-203536.0,36.43,700315.0,1.4,30.53,40.52,0,14.0
22991,297.23,1.22,949219.97,0.79,-2556652.0,-12.47,1295643.0,0.3,-2.21,-2.56,1,16.0
22992,157.01,29.87,43191.97,8.8,-78369.0,20.98,168501.0,4.87,14.74,24.19,0,15.0
22993,119.8,3.96,319555.98,3.1,-88794.0,-0.13,448328.0,2.35,-0.34,-0.41,0,20.0
22994,133.09,3.53,357629.92,2.64,-100429.0,77.54,362236.0,2.62,65.62,87.33,0,8.0
22995,181.55,5.16,248488.81,2.72,120953.0,11.63,273305.0,2.58,7.44,13.51,0,20.0
22996,204.85,-16.71,-72934.96,9.15,-188400.0,117.21,196511.0,3.03,57.69,118.17,1,20.0
22997,116.0,0.64,1653539.17,0.55,1533889.0,18.12,1728244.0,0.53,17.16,19.9,0,16.0
22998,128.58,1.84,695739.24,1.26,-325312.0,8.67,1137761.0,0.88,7.64,9.82,0,8.0
22999,108.96,1.33,978556.69,1.22,761963.0,45.86,993965.0,1.2,46.04,49.95,0,18.0
